"时间","N6-14磷肥","N6-12处理废水","N6-2固废","N6-3废水","N6.1-6.3.3磷石膏","N6.1-7磷肥","N6.2-10.2饲料添加剂","N6.3-6.3.1黄磷","N6.3-6.3.2黄磷","N6.3-6.3.3黄磷","N6.3-6.3.3磷铁副产品","N6.3-6.3.3炉渣","N6.3-14黄磷"
"1996","-0.3622874632275014","0","0","0","0.0012153503747911198","3.296609295891304","0.07845676897000001","0","0","0.299289004","0.011573600000000002","0.004090169690140846","0.070710996"
"1997","-0.34288336032900846","0","0","0","0.0020005130017484666","3.5885583843112623","0.09639750206","0","0","0.295311981","0.0121992","0.004571940777464789","0.094688019"
"1998","-0.3749914772213803","0","0","0","0.0031111159260095627","3.4364014339896904","0.12210351995","0","0","0.264123143","0.0121992","0.004180919526760563","0.125876857"
"1999","-0.35003444982938314","0","0","0","0.003561338665049389","3.274538025122904","0.12740318596","0","0","0.33680028100000003","0.014076000000000002","0.005275316281690141","0.113199719"
"2000","-0.12720993588306193","0","0","0","0.0043310014688147215","3.2184238741029207","0.10978261009","0","0","0.38252317","0.0159528","0.006018025284507043","0.12747683"
"2001","0.04404550312849581","0","0","0","0.006320344519713795","3.55692912001418","0.048096231970000014","0","0","0.447654497","0.018768000000000003","0.008206047549295775","0.152345503"
"2002","-0.011368201238270453","0","0","0","0.007474908712522503","3.9275258387957357","0.006411599020000032","0","0","0.5213856929999999","0.021583200000000004","0.009401477408450702","0.168614307"
"2003","0.22965486396152396","0","0","0","0.010039984810668872","4.453550765807209","0.01502407102","0","0","0.607347764","0.023460000000000005","0.010758868732394367","0.142652236"
"2004","0.2500081394747127","0","0","0","0.015124822653306929","5.579647022548949","0.03497397792000002","0","0","0.6668581840000001","0.0243984","0.01132959008450704","0.113141816"
"2005","0.25949518520534365","0","0","0","0.015758122473143954","5.3734761160481765","0.09814913600000003","0","0","0.687659605","0.024711200000000006","0.011637316867605633","0.102340395"
"2006","0.45649435238243663","0","0","0","0.017153293192853875","5.376492708707564","0.016393482909999934","0","0","0.7079464560000001","0.024711200000000006","0.012409076101408451","0.082053544"
"2007","0.8199905264943915","0","0","0","0.019996246313885146","5.506434879945889","0.07815530794000003","0","0","0.734179849","0.0256496","0.013238678715492957","0.085820151"
"2008","0.6816890807887521","0","0","0","0.024565026828308377","5.848255688444346","-0.013095863050000012","0","0","0.781517291","0.026588000000000004","0.014181911436619716","0.068482709"
"2009","0.573688385028217","0","0","0","0.02824009929532302","6.4079309475455855","0.07666619205999999","0","0","0.855882081","0.027526400000000003","0.015338521960563381","0.024117919"
"2010","0.838633510045045","0","0","0","0.03146997876724756","6.255037478948617","0.09497815094999998","0","0","0.8703381840000001","0.028464800000000005","0.021054990422535214","0.039661816"
"2011","0.9854858504692873","0","0","0","0.03350804221362256","6.216977303817896","0.10896556791000002","0","0","0.9401656439999999","0.0300288","0.022211858028169013","0.019834356"
"2012","0.7871909475666535","0","0","0","0.04379964486447776","8.106774357409261","0.13248707201","0","0","0.987519454","0.03128","0.023137352112676052","0.012480546"
